epoch,train_loss,val_loss,train_accuracy,val_accuracy,val_auc
1,0.7048,0.5779,0.6278,0.7151,0.7953
2,0.579,0.5631,0.6986,0.7372,0.8217
3,0.5483,0.5629,0.7249,0.754,0.833
4,0.5268,0.5272,0.7368,0.7489,0.8404
5,0.5068,0.5286,0.7502,0.7702,0.8486
6,0.4839,0.5047,0.7573,0.7665,0.8561
7,0.4839,0.5082,0.7669,0.7673,0.86
8,0.4681,0.5002,0.7786,0.7702,0.8635
9,0.452,0.4955,0.7823,0.7783,0.8679
10,0.4371,0.502,0.7854,0.7805,0.868
11,0.4357,0.5091,0.7878,0.7709,0.8622
12,0.4184,0.5026,0.7942,0.7819,0.8746
13,0.4048,0.4925,0.8005,0.7856,0.8761
14,0.4011,0.4907,0.801,0.79,0.8799
15,0.3877,0.4857,0.8144,0.79,0.8812
16,0.3761,0.497,0.8152,0.7907,0.8827
17,0.3768,0.4754,0.8264,0.7944,0.8874
18,0.3618,0.4783,0.8287,0.7996,0.888
19,0.3616,0.4813,0.8328,0.7981,0.8912
20,0.3408,0.5039,0.8456,0.8047,0.8901
21,0.3368,0.4619,0.8368,0.8025,0.8932
22,0.3341,0.4799,0.8399,0.7974,0.894
23,0.3329,0.4766,0.8502,0.8054,0.8979
24,0.3147,0.486,0.8541,0.8098,0.8971
25,0.3067,0.4921,0.8588,0.8179,0.8991
26,0.3029,0.4817,0.8623,0.8157,0.9019
27,0.2923,0.5184,0.8699,0.8194,0.9014
28,0.2868,0.5216,0.8689,0.8201,0.9026
29,0.2881,0.4938,0.8744,0.8194,0.9036
30,0.2811,0.5318,0.8711,0.8106,0.9004
31,0.2674,0.5512,0.8803,0.8186,0.9023
32,0.2647,0.5534,0.8845,0.8084,0.9006
33,0.2595,0.531,0.886,0.8231,0.9035
34,0.2629,0.5364,0.8829,0.8142,0.9014
35,0.2479,0.5285,0.8902,0.8179,0.9025
36,0.2363,0.5569,0.8981,0.8091,0.9016
37,0.2307,0.5932,0.899,0.8157,0.9044
38,0.222,0.5585,0.9049,0.8186,0.9048
39,0.228,0.6076,0.9009,0.815,0.9038
40,0.2105,0.626,0.9066,0.8106,0.9026
41,0.2119,0.6292,0.908,0.8164,0.9054
42,0.2079,0.6003,0.9099,0.8201,0.9063
43,0.2105,0.6148,0.9154,0.8216,0.9071
44,0.1988,0.6273,0.9145,0.8186,0.9058
45,0.2109,0.5979,0.9132,0.8253,0.9085
46,0.1929,0.6069,0.9185,0.826,0.9101
47,0.1841,0.6556,0.9218,0.8267,0.9074
48,0.1891,0.65,0.9183,0.8209,0.909
49,0.1792,0.6446,0.9266,0.8275,0.9101
50,0.1657,0.6938,0.9288,0.8238,0.9062
51,0.171,0.6486,0.9291,0.8216,0.9102
52,0.1636,0.6641,0.9334,0.8282,0.9088
53,0.1538,0.7522,0.938,0.8172,0.9058
54,0.1589,0.6961,0.935,0.8223,0.9083
55,0.1577,0.7622,0.9341,0.8091,0.9013
56,0.1515,0.6875,0.9378,0.8282,0.9095
57,0.1582,0.7022,0.937,0.8223,0.9094
58,0.1407,0.7232,0.9411,0.8194,0.9071
59,0.1485,0.782,0.9414,0.8142,0.9066
60,0.1353,0.7399,0.944,0.8216,0.9082
61,0.1431,0.7869,0.9482,0.8186,0.9054
62,0.1237,0.7545,0.9488,0.8186,0.9092
63,0.144,0.8245,0.9479,0.826,0.9091
64,0.1392,0.7433,0.9433,0.8238,0.91
65,0.1189,0.8122,0.9536,0.8179,0.9094
66,0.1206,0.7866,0.9492,0.8201,0.91
67,0.1148,0.8249,0.9514,0.8238,0.9101
68,0.1132,0.767,0.9519,0.8275,0.909
69,0.1093,0.8054,0.9517,0.8216,0.9076
70,0.1073,0.7978,0.9539,0.8311,0.9113
71,0.1177,0.801,0.9514,0.8311,0.9099
72,0.1077,0.8231,0.9576,0.8297,0.9092
73,0.1032,0.8253,0.96,0.8304,0.9087
74,0.1194,0.8193,0.9554,0.8194,0.9068
75,0.1167,0.8001,0.9534,0.8297,0.9119
76,0.1144,0.842,0.9585,0.826,0.9078
77,0.1062,0.8244,0.9556,0.8238,0.9098
78,0.1105,0.8205,0.9541,0.8275,0.9081
79,0.1076,0.8133,0.9515,0.8311,0.9105
80,0.1051,0.8162,0.957,0.826,0.91
81,0.1063,0.8315,0.9581,0.826,0.91
82,0.1046,0.8559,0.9587,0.8275,0.9083
83,0.1073,0.8564,0.958,0.8209,0.91
84,0.1094,0.8744,0.9574,0.8267,0.9075
85,0.1182,0.8976,0.9605,0.8201,0.9074
86,0.1066,0.8345,0.9576,0.8238,0.9072
87,0.107,0.8667,0.9602,0.826,0.9066
88,0.1061,0.891,0.9563,0.8201,0.9063
89,0.0985,0.8751,0.9615,0.8333,0.9087
90,0.1019,0.8884,0.9624,0.8267,0.9074
91,0.0974,0.9163,0.96,0.8267,0.9081
92,0.1,0.8889,0.9604,0.8216,0.9075
93,0.102,0.8504,0.9633,0.8289,0.9081
94,0.0981,0.8785,0.9613,0.826,0.9084
95,0.0959,0.8887,0.9598,0.8253,0.9084
