epoch,train_loss,val_loss,train_accuracy,val_accuracy,val_auc
1,0.6496,0.5864,0.6643,0.7225,0.7937
2,0.573,0.5357,0.7087,0.746,0.8218
3,0.5498,0.528,0.7302,0.757,0.8335
4,0.5256,0.5351,0.7366,0.7584,0.8452
5,0.4984,0.5154,0.7562,0.7526,0.8492
6,0.4762,0.5071,0.7614,0.7739,0.8563
7,0.4644,0.5075,0.7702,0.7724,0.8632
8,0.4639,0.4861,0.7731,0.7812,0.8675
9,0.4494,0.4831,0.7865,0.7768,0.8663
10,0.4439,0.4747,0.7858,0.7753,0.8711
11,0.421,0.4833,0.7931,0.7819,0.8732
12,0.4193,0.4794,0.799,0.7856,0.875
13,0.4144,0.4888,0.8012,0.7893,0.878
14,0.3954,0.5065,0.8135,0.7878,0.8765
15,0.3937,0.5126,0.8106,0.7974,0.8809
16,0.3779,0.5184,0.8194,0.7797,0.8759
17,0.3748,0.4838,0.8194,0.7907,0.8846
18,0.3602,0.5336,0.833,0.7878,0.8818
19,0.361,0.517,0.8341,0.7966,0.8849
20,0.351,0.4957,0.8331,0.7966,0.8869
21,0.3354,0.5354,0.8427,0.7885,0.8871
22,0.3335,0.5353,0.841,0.7922,0.8888
23,0.3278,0.561,0.8519,0.7907,0.885
24,0.3262,0.5429,0.8574,0.7974,0.8908
25,0.319,0.5454,0.8609,0.7974,0.8901
26,0.3056,0.5381,0.8598,0.8018,0.8939
27,0.307,0.5618,0.8548,0.8054,0.8903
28,0.2888,0.5985,0.8678,0.804,0.8941
29,0.2957,0.6796,0.8702,0.7885,0.8842
30,0.2844,0.6157,0.8733,0.7944,0.8904
31,0.2705,0.6213,0.8796,0.8003,0.8902
32,0.2802,0.6771,0.884,0.8164,0.8929
33,0.2815,0.653,0.8877,0.7996,0.8907
34,0.2573,0.6796,0.8875,0.804,0.8901
35,0.2485,0.6901,0.8935,0.8032,0.8911
36,0.2411,0.7084,0.8939,0.804,0.8897
37,0.2339,0.6975,0.897,0.804,0.8864
38,0.2316,0.6993,0.9086,0.804,0.8898
39,0.2278,0.7267,0.8994,0.7974,0.8882
40,0.213,0.739,0.9139,0.7981,0.8905
41,0.2089,0.7318,0.911,0.8003,0.8916
42,0.2082,0.7158,0.9146,0.8098,0.893
43,0.2132,0.747,0.9099,0.8142,0.8937
44,0.191,0.7423,0.9205,0.8113,0.8945
45,0.1941,0.7694,0.9165,0.8091,0.8931
46,0.1956,0.7667,0.9154,0.8157,0.8925
47,0.2053,0.7787,0.9157,0.8069,0.8921
48,0.2005,0.7392,0.9126,0.8091,0.8941
49,0.1913,0.7712,0.9154,0.8106,0.8934
50,0.1844,0.821,0.924,0.8047,0.891
51,0.1941,0.8021,0.9194,0.8069,0.8905
52,0.1814,0.8236,0.9257,0.8069,0.8926
53,0.1768,0.8203,0.9231,0.8106,0.8917
54,0.1763,0.8137,0.9288,0.8032,0.8908
55,0.1708,0.8349,0.9236,0.8069,0.8921
56,0.1693,0.8488,0.9325,0.8076,0.8926
57,0.1635,0.8183,0.9306,0.8113,0.8923
58,0.1782,0.8584,0.9312,0.8084,0.8923
59,0.1732,0.8641,0.9253,0.8106,0.8919
60,0.1763,0.8491,0.9304,0.8113,0.8923
61,0.1597,0.8465,0.9348,0.8157,0.8924
62,0.1759,0.8769,0.9282,0.8113,0.8918
63,0.172,0.8563,0.9304,0.815,0.8946
64,0.1529,0.8535,0.9337,0.8076,0.8931
65,0.1586,0.8445,0.9321,0.812,0.8923
66,0.1522,0.8824,0.9332,0.8113,0.8923
67,0.1646,0.8601,0.9332,0.812,0.8941
68,0.1674,0.8666,0.9387,0.8113,0.8941
69,0.158,0.8604,0.9352,0.8113,0.8938
70,0.1641,0.867,0.9279,0.8054,0.8925
71,0.1534,0.8737,0.9365,0.8172,0.8943
72,0.1542,0.8854,0.9339,0.8076,0.8907
73,0.1529,0.9049,0.9414,0.8076,0.8907
74,0.1478,0.9281,0.9396,0.8091,0.891
75,0.1432,0.867,0.938,0.8098,0.8928
76,0.1467,0.9074,0.9383,0.8062,0.8913
77,0.1445,0.9061,0.9394,0.8157,0.8937
78,0.1469,0.8989,0.938,0.8084,0.8916
79,0.1388,0.9104,0.9424,0.8135,0.8923
80,0.1458,0.938,0.94,0.8062,0.8927
81,0.1383,0.9131,0.9429,0.8135,0.8928
82,0.1414,0.9036,0.9433,0.812,0.8926
83,0.1306,0.91,0.9449,0.8106,0.893
